0.019 pkt: 0 | received
2.319 ACK: 1225 | sent
2.321 pkt: 1245 | received
2.322 ACK: 1225 | sent
2.322 pkt: 1246 | received
2.322 ACK: 1225 | sent
2.323 pkt: 1247 | received
2.324 ACK: 1225 | sent
2.324 pkt: 1248 | received
2.324 ACK: 1225 | sent
2.325 pkt: 1249 | received
2.325 ACK: 1225 | sent
2.326 pkt: 1250 | received
2.326 ACK: 1225 | sent
2.329 pkt: 1251 | received
2.329 ACK: 1225 | sent
2.329 pkt: 1252 | received
2.329 ACK: 1225 | sent
2.330 pkt: 1253 | received
2.330 ACK: 1225 | sent
2.332 pkt: 1254 | received
2.332 ACK: 1225 | sent
2.333 pkt: 1255 | received
2.333 ACK: 1225 | sent
2.334 pkt: 1256 | received
2.334 ACK: 1225 | sent
2.334 pkt: 1257 | received
2.334 ACK: 1225 | sent
2.336 pkt: 1226 | received
2.336 ACK: 1257 | sent
2.338 pkt: 1226 | received
2.338 ACK: 1257 | sent
2.338 pkt: 1226 | received
2.338 ACK: 1257 | sent
2.340 pkt: 1226 | received
2.340 ACK: 1257 | sent
2.343 pkt: 1226 | received
2.343 ACK: 1257 | sent
2.345 pkt: 1226 | received
2.346 ACK: 1257 | sent
2.346 pkt: 1226 | received
2.347 ACK: 1257 | sent
2.350 pkt: 1226 | received
2.350 ACK: 1257 | sent
2.354 pkt: 1226 | received
2.354 ACK: 1257 | sent
2.354 pkt: 1226 | received
2.354 ACK: 1257 | sent
2.356 pkt: 1258 | received
2.357 ACK: 1258 | sent
2.357 pkt: 1259 | received
2.357 ACK: 1259 | sent
2.358 pkt: 1260 | received
2.358 ACK: 1260 | sent
2.359 pkt: 1261 | received
2.359 ACK: 1261 | sent
2.360 pkt: 1262 | received
2.360 ACK: 1262 | sent
2.361 pkt: 1263 | received
2.361 ACK: 1263 | sent
2.363 pkt: 1264 | received
2.363 ACK: 1264 | sent
2.363 pkt: 1265 | received
2.363 ACK: 1265 | sent
2.365 pkt: 1266 | received
2.365 ACK: 1266 | sent
2.366 pkt: 1267 | received
2.366 ACK: 1267 | sent
2.368 pkt: 1268 | received
2.368 ACK: 1268 | sent
2.369 pkt: 1269 | received
2.369 ACK: 1269 | sent
2.369 pkt: 1270 | received
2.369 ACK: 1270 | sent
2.371 pkt: 1271 | received
2.371 ACK: 1271 | sent
2.372 pkt: 1272 | received
2.372 ACK: 1272 | sent
2.373 pkt: 1273 | received
2.373 ACK: 1273 | sent
2.374 pkt: 1274 | received
2.374 ACK: 1274 | sent
2.376 pkt: 1275 | received
2.376 ACK: 1275 | sent
2.377 pkt: 1276 | received
2.377 ACK: 1276 | sent
2.377 pkt: 1277 | received
2.377 ACK: 1277 | sent
2.379 pkt: 1278 | received
2.379 ACK: 1278 | sent
2.380 pkt: 1279 | received
2.380 ACK: 1279 | sent
2.390 pkt: 1280 | received
2.390 ACK: 1280 | sent
2.390 pkt: 1281 | received
2.390 ACK: 1281 | sent
2.391 pkt: 1282 | received
2.391 ACK: 1282 | sent
2.392 pkt: 1283 | received
2.392 ACK: 1283 | sent
2.393 pkt: 1284 | received
2.393 ACK: 1284 | sent
2.397 pkt: 1285 | received
2.397 ACK: 1285 | sent
2.397 pkt: 1286 | received
2.397 ACK: 1286 | sent
2.400 pkt: 1287 | received
2.400 ACK: 1287 | sent
2.400 pkt: 1288 | received
2.401 ACK: 1288 | sent
2.401 pkt: 1289 | received
2.401 ACK: 1289 | sent
2.402 pkt: 1258 | received
2.402 ACK: 1289 | sent
2.404 pkt: 1258 | received
2.404 ACK: 1289 | sent
2.405 pkt: 1258 | received
2.405 ACK: 1289 | sent
2.406 pkt: 1258 | received
2.406 ACK: 1289 | sent
2.426 pkt: 1290 | received
2.426 ACK: 1290 | sent
2.426 pkt: 1291 | received
2.426 ACK: 1291 | sent
2.427 pkt: 1292 | received
2.427 ACK: 1292 | sent
2.428 pkt: 1293 | received
2.428 ACK: 1293 | sent
2.429 pkt: 1294 | received
2.429 ACK: 1294 | sent
2.435 pkt: 1295 | received
2.435 ACK: 1295 | sent
2.435 pkt: 1296 | received
2.435 ACK: 1296 | sent
2.438 pkt: 1297 | received
2.441 ACK: 1297 | sent
2.441 pkt: 1298 | received
2.442 ACK: 1298 | sent
2.442 pkt: 1299 | received
2.442 ACK: 1299 | sent
2.442 pkt: 1300 | received
2.442 ACK: 1300 | sent
2.442 pkt: 1301 | received
2.442 ACK: 1301 | sent
2.443 pkt: 1302 | received
2.443 ACK: 1302 | sent
2.444 pkt: 1303 | received
2.444 ACK: 1303 | sent
2.445 pkt: 1304 | received
2.445 ACK: 1304 | sent
2.446 pkt: 1305 | received
2.446 ACK: 1305 | sent
2.448 pkt: 1306 | received
2.448 ACK: 1306 | sent
2.450 pkt: 1307 | received
2.450 ACK: 1307 | sent
2.450 pkt: 1308 | received
2.450 ACK: 1308 | sent
2.454 pkt: 1309 | received
2.454 ACK: 1309 | sent
2.454 pkt: 1310 | received
2.454 ACK: 1310 | sent
2.456 pkt: 1311 | received
2.456 ACK: 1311 | sent
2.456 pkt: 1312 | received
2.456 ACK: 1312 | sent
2.457 pkt: 1313 | received
2.457 ACK: 1313 | sent
2.461 pkt: 1314 | received
2.461 ACK: 1314 | sent
2.461 pkt: 1315 | received
2.461 ACK: 1315 | sent
2.462 pkt: 1316 | received
2.462 ACK: 1316 | sent
2.463 pkt: 1317 | received
2.464 ACK: 1317 | sent
2.465 pkt: 1318 | received
2.465 ACK: 1318 | sent
2.465 pkt: 1319 | received
2.465 ACK: 1319 | sent
2.469 pkt: 1320 | received
2.469 ACK: 1320 | sent
2.469 pkt: 1290 | received
2.469 ACK: 1320 | sent
2.470 pkt: 1290 | received
2.470 ACK: 1320 | sent
2.472 pkt: 1322 | received
2.472 ACK: 1320 | sent
2.472 pkt: 1323 | received
2.472 ACK: 1320 | sent
2.480 pkt: 1324 | received
2.481 ACK: 1320 | sent
2.481 pkt: 1325 | received
2.481 ACK: 1320 | sent
2.482 pkt: 1326 | received
2.482 ACK: 1320 | sent
2.487 pkt: 1327 | received
2.487 ACK: 1320 | sent
2.488 pkt: 1328 | received
2.488 ACK: 1320 | sent
2.489 pkt: 1329 | received
2.489 ACK: 1320 | sent
2.491 pkt: 1330 | received
2.491 ACK: 1320 | sent
2.492 pkt: 1331 | received
2.492 ACK: 1320 | sent
2.492 pkt: 1332 | received
2.493 ACK: 1320 | sent
2.493 pkt: 1333 | received
2.493 ACK: 1320 | sent
2.495 pkt: 1334 | received
2.495 ACK: 1320 | sent
2.496 pkt: 1335 | received
2.496 ACK: 1320 | sent
2.497 pkt: 1336 | received
2.497 ACK: 1320 | sent
2.498 pkt: 1337 | received
2.498 ACK: 1320 | sent
2.500 pkt: 1338 | received
2.500 ACK: 1320 | sent
2.500 pkt: 1339 | received
2.500 ACK: 1320 | sent
2.502 pkt: 1340 | received
2.502 ACK: 1320 | sent
2.502 pkt: 1341 | received
2.503 ACK: 1320 | sent
2.504 pkt: 1342 | received
2.504 ACK: 1320 | sent
2.506 pkt: 1343 | received
2.506 ACK: 1320 | sent
2.506 pkt: 1344 | received
2.506 ACK: 1320 | sent
2.508 pkt: 1346 | received
2.508 ACK: 1320 | sent
2.508 pkt: 1347 | received
2.509 ACK: 1320 | sent
2.510 pkt: 1348 | received
2.510 ACK: 1320 | sent
2.511 pkt: 1349 | received
2.511 ACK: 1320 | sent
2.512 pkt: 1350 | received
2.513 ACK: 1320 | sent
2.513 pkt: 1351 | received
2.513 ACK: 1320 | sent
2.514 pkt: 1352 | received
2.515 ACK: 1320 | sent
2.515 pkt: 1321 | received
2.515 ACK: 1344 | sent
2.517 pkt: 1321 | received
2.518 ACK: 1344 | sent
2.518 pkt: 1321 | received
2.518 ACK: 1344 | sent
2.518 pkt: 1321 | received
2.519 ACK: 1344 | sent
2.528 pkt: 1321 | received
2.529 ACK: 1344 | sent
2.529 pkt: 1321 | received
2.529 ACK: 1344 | sent
2.530 pkt: 1321 | received
2.530 ACK: 1344 | sent
2.530 pkt: 1321 | received
2.530 ACK: 1344 | sent
2.531 pkt: 1321 | received
2.531 ACK: 1344 | sent
2.537 pkt: 1321 | received
2.537 ACK: 1344 | sent
2.538 pkt: 1321 | received
2.538 ACK: 1344 | sent
2.538 pkt: 1321 | received
2.538 ACK: 1344 | sent
2.540 pkt: 1321 | received
2.541 ACK: 1344 | sent
2.541 pkt: 1321 | received
2.541 ACK: 1344 | sent
2.542 pkt: 1353 | received
2.542 ACK: 1344 | sent
2.543 pkt: 1354 | received
2.543 ACK: 1344 | sent
2.547 pkt: 1355 | received
2.547 ACK: 1344 | sent
2.547 pkt: 1356 | received
2.547 ACK: 1344 | sent
2.550 pkt: 1357 | received
2.550 ACK: 1344 | sent
2.550 pkt: 1358 | received
2.550 ACK: 1344 | sent
2.561 pkt: 1359 | received
2.561 ACK: 1344 | sent
2.561 pkt: 1360 | received
2.561 ACK: 1344 | sent
2.561 pkt: 1361 | received
2.561 ACK: 1344 | sent
2.563 pkt: 1362 | received
2.563 ACK: 1344 | sent
2.563 pkt: 1363 | received
2.563 ACK: 1344 | sent
2.565 pkt: 1364 | received
2.565 ACK: 1344 | sent
2.566 pkt: 1365 | received
2.566 ACK: 1344 | sent
2.568 pkt: 1366 | received
2.568 ACK: 1344 | sent
2.568 pkt: 1367 | received
2.568 ACK: 1344 | sent
2.570 pkt: 1368 | received
2.570 ACK: 1344 | sent
2.570 pkt: 1369 | received
2.570 ACK: 1344 | sent
2.572 pkt: 1370 | received
2.572 ACK: 1344 | sent
2.573 pkt: 1371 | received
2.573 ACK: 1344 | sent
2.574 pkt: 1372 | received
2.574 ACK: 1344 | sent
2.576 pkt: 1373 | received
2.576 ACK: 1344 | sent
2.576 pkt: 1374 | received
2.576 ACK: 1344 | sent
2.577 pkt: 1375 | received
2.578 ACK: 1344 | sent
2.578 pkt: 1376 | received
2.578 ACK: 1344 | sent
2.580 pkt: 1345 | received
2.581 ACK: 1376 | sent
2.581 pkt: 1345 | received
2.581 ACK: 1376 | sent
2.582 pkt: 1345 | received
2.583 ACK: 1376 | sent
2.583 pkt: 1345 | received
2.583 ACK: 1376 | sent
2.584 pkt: 1345 | received
2.585 ACK: 1376 | sent
2.585 pkt: 1345 | received
2.585 ACK: 1376 | sent
2.586 pkt: 1345 | received
2.586 ACK: 1376 | sent
2.588 pkt: 1345 | received
2.589 ACK: 1376 | sent
2.589 pkt: 1345 | received
2.589 ACK: 1376 | sent
2.591 pkt: 1345 | received
2.591 ACK: 1376 | sent
2.591 pkt: 1345 | received
2.591 ACK: 1376 | sent
2.592 pkt: 1345 | received
2.592 ACK: 1376 | sent
2.594 pkt: 1345 | received
2.594 ACK: 1376 | sent
2.594 pkt: 1345 | received
2.595 ACK: 1376 | sent
2.596 pkt: 1345 | received
2.596 ACK: 1376 | sent
2.597 pkt: 1345 | received
2.597 ACK: 1376 | sent
2.600 pkt: 1345 | received
2.600 ACK: 1376 | sent
2.600 pkt: 1345 | received
2.600 ACK: 1376 | sent
2.602 pkt: 1377 | received
2.603 ACK: 1377 | sent
2.603 pkt: 1378 | received
2.603 ACK: 1378 | sent
2.605 pkt: 1379 | received
2.605 ACK: 1379 | sent
2.605 pkt: 1380 | received
2.605 ACK: 1380 | sent
2.606 pkt: 1381 | received
2.606 ACK: 1381 | sent
2.608 pkt: 1382 | received
2.608 ACK: 1382 | sent
2.608 pkt: 1383 | received
2.609 ACK: 1383 | sent
2.610 pkt: 1384 | received
2.610 ACK: 1384 | sent
2.611 pkt: 1385 | received
2.611 ACK: 1385 | sent
2.611 pkt: 1386 | received
2.611 ACK: 1386 | sent
2.614 pkt: 1387 | received
2.614 ACK: 1387 | sent
2.614 pkt: 1388 | received
2.614 ACK: 1388 | sent
2.616 pkt: 1389 | received
2.616 ACK: 1389 | sent
2.616 pkt: 1390 | received
2.617 ACK: 1390 | sent
2.617 pkt: 1391 | received
2.617 ACK: 1391 | sent
2.618 pkt: 1392 | received
2.619 ACK: 1392 | sent
2.619 pkt: 1393 | received
2.620 ACK: 1393 | sent
2.621 pkt: 1394 | received
2.621 ACK: 1394 | sent
2.622 pkt: 1395 | received
2.622 ACK: 1395 | sent
2.623 pkt: 1396 | received
2.623 ACK: 1396 | sent
2.624 pkt: 1397 | received
2.624 ACK: 1397 | sent
2.625 pkt: 1398 | received
2.625 ACK: 1398 | sent
2.627 pkt: 1399 | received
2.627 ACK: 1399 | sent
2.628 pkt: 1400 | received
2.628 ACK: 1400 | sent
2.629 pkt: 1401 | received
2.629 ACK: 1401 | sent
2.630 pkt: 1402 | received
2.630 ACK: 1402 | sent
2.631 pkt: 1403 | received
2.631 ACK: 1403 | sent
2.633 pkt: 1404 | received
2.633 ACK: 1404 | sent
2.633 pkt: 1405 | received
2.633 ACK: 1405 | sent
2.635 pkt: 1406 | received
2.635 ACK: 1406 | sent
2.636 pkt: 1407 | received
2.636 ACK: 1407 | sent
2.637 pkt: 1408 | received
2.637 ACK: 1408 | sent
2.638 pkt: 1377 | received
2.638 ACK: 1408 | sent
2.640 pkt: 1377 | received
2.640 ACK: 1408 | sent
2.641 pkt: 1377 | received
2.641 ACK: 1408 | sent
2.642 pkt: 1377 | received
2.642 ACK: 1408 | sent
2.643 pkt: 1377 | received
2.643 ACK: 1408 | sent
2.644 pkt: 1377 | received
2.644 ACK: 1408 | sent
2.646 pkt: 1377 | received
2.646 ACK: 1408 | sent
2.646 pkt: 1377 | received
2.646 ACK: 1408 | sent
2.648 pkt: 1409 | received
2.648 ACK: 1409 | sent
2.649 pkt: 1410 | received
2.649 ACK: 1410 | sent
2.650 pkt: 1411 | received
2.650 ACK: 1411 | sent
2.651 pkt: 1412 | received
2.652 ACK: 1412 | sent
2.652 pkt: 1413 | received
2.652 ACK: 1413 | sent
2.653 pkt: 1414 | received
2.653 ACK: 1414 | sent
2.654 pkt: 1415 | received
2.655 ACK: 1415 | sent
2.655 pkt: 1416 | received
2.655 ACK: 1416 | sent
2.657 pkt: 1417 | received
2.657 ACK: 1417 | sent
2.658 pkt: 1418 | received
2.658 ACK: 1418 | sent
2.659 pkt: 1419 | received
2.659 ACK: 1419 | sent
2.660 pkt: 1420 | received
2.660 ACK: 1420 | sent
2.661 pkt: 1421 | received
2.661 ACK: 1421 | sent
2.662 pkt: 1422 | received
2.662 ACK: 1422 | sent
2.664 pkt: 1423 | received
2.664 ACK: 1423 | sent
2.665 pkt: 1424 | received
2.665 ACK: 1424 | sent
2.666 pkt: 1425 | received
2.666 ACK: 1425 | sent
2.667 pkt: 1426 | received
2.667 ACK: 1426 | sent
2.668 pkt: 1427 | received
2.668 ACK: 1427 | sent
2.669 pkt: 1428 | received
2.669 ACK: 1428 | sent
2.671 pkt: 1429 | received
2.671 ACK: 1429 | sent
2.672 pkt: 1430 | received
2.672 ACK: 1430 | sent
2.673 pkt: 1431 | received
2.673 ACK: 1431 | sent
2.674 pkt: 1432 | received
2.674 ACK: 1432 | sent
2.675 pkt: 1433 | received
2.675 ACK: 1433 | sent
2.677 pkt: 1434 | received
2.677 ACK: 1434 | sent
2.677 pkt: 1435 | received
2.677 ACK: 1435 | sent
2.679 pkt: 1436 | received
2.679 ACK: 1436 | sent
2.680 pkt: 1437 | received
2.680 ACK: 1437 | sent
2.681 pkt: 1438 | received
2.681 ACK: 1438 | sent
2.682 pkt: 1439 | received
2.682 ACK: 1439 | sent
2.683 pkt: 1440 | received
2.683 ACK: 1440 | sent
2.685 pkt: 1409 | received
2.686 ACK: 1440 | sent
2.686 pkt: 1409 | received
2.686 ACK: 1440 | sent
2.687 pkt: 1409 | received
2.687 ACK: 1440 | sent
2.688 pkt: 1409 | received
2.688 ACK: 1440 | sent
2.689 pkt: 1441 | received
2.689 ACK: 1441 | sent
2.690 pkt: 1442 | received
2.690 ACK: 1442 | sent
2.691 pkt: 1443 | received
2.692 ACK: 1443 | sent
2.692 pkt: 1444 | received
2.693 ACK: 1444 | sent
2.694 pkt: 1445 | received
2.694 ACK: 1445 | sent
2.695 pkt: 1446 | received
2.695 ACK: 1446 | sent
2.697 pkt: 1447 | received
2.697 ACK: 1447 | sent
2.698 pkt: 1448 | received
2.698 ACK: 1448 | sent
2.698 pkt: 1449 | received
2.698 ACK: 1449 | sent
2.699 pkt: 1450 | received
2.699 ACK: 1450 | sent
2.700 pkt: 1451 | received
2.700 ACK: 1451 | sent
2.702 pkt: 1452 | received
2.702 ACK: 1452 | sent
2.703 pkt: 1453 | received
2.703 ACK: 1453 | sent
2.704 pkt: 1454 | received
2.704 ACK: 1454 | sent
2.705 pkt: 1455 | received
2.705 ACK: 1455 | sent
2.706 pkt: 1456 | received
2.706 ACK: 1456 | sent
2.708 pkt: 1457 | received
2.708 ACK: 1457 | sent
2.708 pkt: 1458 | received
2.708 ACK: 1458 | sent
2.711 pkt: 1459 | received
2.711 ACK: 1459 | sent
2.711 pkt: 1460 | received
2.711 ACK: 1460 | sent
2.712 pkt: 1461 | received
2.712 ACK: 1461 | sent
2.713 pkt: 1462 | received
2.713 ACK: 1462 | sent
2.715 pkt: 1463 | received
2.715 ACK: 1463 | sent
2.715 pkt: 1464 | received
2.715 ACK: 1464 | sent
2.717 pkt: 1465 | received
2.717 ACK: 1465 | sent
2.718 pkt: 1466 | received
2.718 ACK: 1466 | sent
2.719 pkt: 1467 | received
2.719 ACK: 1467 | sent
2.720 pkt: 1468 | received
2.720 ACK: 1468 | sent
2.721 pkt: 1469 | received
2.721 ACK: 1469 | sent
2.723 pkt: 1470 | received
2.723 ACK: 1470 | sent
2.724 pkt: 1471 | received
2.724 ACK: 1471 | sent
2.725 pkt: 1472 | received
2.725 ACK: 1472 | sent
2.726 pkt: 1441 | received
2.726 ACK: 1472 | sent
2.727 pkt: 1473 | received
2.727 ACK: 1473 | sent
2.729 pkt: 1474 | received
2.729 ACK: 1474 | sent
2.729 pkt: 1476 | received
2.729 ACK: 1474 | sent
2.731 pkt: 1477 | received
2.731 ACK: 1474 | sent
2.732 pkt: 1478 | received
2.732 ACK: 1474 | sent
2.733 pkt: 1479 | received
2.733 ACK: 1474 | sent
2.734 pkt: 1480 | received
2.734 ACK: 1474 | sent
2.736 pkt: 1481 | received
2.736 ACK: 1474 | sent
2.736 pkt: 1482 | received
2.736 ACK: 1474 | sent
2.737 pkt: 1483 | received
2.738 ACK: 1474 | sent
2.738 pkt: 1484 | received
2.738 ACK: 1474 | sent
2.740 pkt: 1485 | received
2.740 ACK: 1474 | sent
2.741 pkt: 1486 | received
2.741 ACK: 1474 | sent
2.742 pkt: 1487 | received
2.742 ACK: 1474 | sent
2.743 pkt: 1488 | received
2.743 ACK: 1474 | sent
2.744 pkt: 1489 | received
2.744 ACK: 1474 | sent
2.745 pkt: 1490 | received
2.745 ACK: 1474 | sent
2.747 pkt: 1491 | received
2.747 ACK: 1474 | sent
2.747 pkt: 1492 | received
2.748 ACK: 1474 | sent
2.749 pkt: 1493 | received
2.749 ACK: 1474 | sent
2.750 pkt: 1494 | received
2.750 ACK: 1474 | sent
2.751 pkt: 1495 | received
2.751 ACK: 1474 | sent
2.752 pkt: 1496 | received
2.752 ACK: 1474 | sent
2.754 pkt: 1497 | received
2.754 ACK: 1474 | sent
2.755 pkt: 1498 | received
2.755 ACK: 1474 | sent
2.756 pkt: 1499 | received
2.756 ACK: 1474 | sent
2.757 pkt: 1500 | received
2.757 ACK: 1474 | sent
2.758 pkt: 1501 | received
2.758 ACK: 1474 | sent
2.759 pkt: 1502 | received
2.759 ACK: 1474 | sent
2.761 pkt: 1503 | received
2.761 ACK: 1474 | sent
2.761 pkt: 1504 | received
2.762 ACK: 1474 | sent
2.763 pkt: 1505 | received
2.763 ACK: 1474 | sent
2.764 pkt: 1506 | received
2.764 ACK: 1474 | sent
2.765 pkt: 1475 | received
2.765 ACK: 1506 | sent
2.767 pkt: 1475 | received
2.767 ACK: 1506 | sent
2.767 pkt: 1475 | received
2.767 ACK: 1506 | sent
2.769 pkt: 1475 | received
2.769 ACK: 1506 | sent
2.769 pkt: 1475 | received
2.770 ACK: 1506 | sent
2.772 pkt: 1475 | received
2.772 ACK: 1506 | sent
2.772 pkt: 1475 | received
2.772 ACK: 1506 | sent
2.774 pkt: 1475 | received
2.774 ACK: 1506 | sent
2.774 pkt: 1475 | received
2.774 ACK: 1506 | sent
2.776 pkt: 1475 | received
2.776 ACK: 1506 | sent
2.778 pkt: 1475 | received
2.778 ACK: 1506 | sent
2.778 pkt: 1475 | received
2.778 ACK: 1506 | sent
2.779 pkt: 1475 | received
2.779 ACK: 1506 | sent
2.794 pkt: 1475 | received
2.795 ACK: 1506 | sent
2.795 pkt: 1475 | received
2.795 ACK: 1506 | sent
2.795 pkt: 1507 | received
2.795 ACK: 1507 | sent
2.797 pkt: 1508 | received
2.797 ACK: 1508 | sent
2.798 pkt: 1509 | received
2.798 ACK: 1509 | sent
2.799 pkt: 1510 | received
2.799 ACK: 1510 | sent
2.805 pkt: 1511 | received
2.805 ACK: 1511 | sent
2.807 pkt: 1512 | received
2.808 ACK: 1512 | sent
2.808 pkt: 1513 | received
2.808 ACK: 1513 | sent
2.808 pkt: 1514 | received
2.808 ACK: 1514 | sent
2.808 pkt: 1515 | received
2.808 ACK: 1515 | sent
2.810 pkt: 1516 | received
2.810 ACK: 1516 | sent
2.810 pkt: 1517 | received
2.810 ACK: 1517 | sent
2.811 pkt: 1518 | received
2.812 ACK: 1518 | sent
2.813 pkt: 1519 | received
2.813 ACK: 1519 | sent
2.822 pkt: 1520 | received
2.822 ACK: 1520 | sent
2.822 pkt: 1521 | received
2.822 ACK: 1521 | sent
2.823 pkt: 1522 | received
2.823 ACK: 1522 | sent
2.831 pkt: 1523 | received
2.831 ACK: 1523 | sent
2.831 pkt: 1524 | received
2.831 ACK: 1524 | sent
2.836 pkt: 1525 | received
2.836 ACK: 1525 | sent
2.836 pkt: 1526 | received
2.836 ACK: 1526 | sent
2.846 pkt: 1527 | received
2.846 ACK: 1527 | sent
2.846 pkt: 1528 | received
2.846 ACK: 1528 | sent
2.847 pkt: 1529 | received
2.847 ACK: 1529 | sent
2.850 pkt: 1530 | received
2.850 ACK: 1530 | sent
2.850 pkt: 1531 | received
2.850 ACK: 1531 | sent
2.854 pkt: 1532 | received
2.854 ACK: 1532 | sent
2.854 pkt: 1533 | received
2.854 ACK: 1533 | sent
2.859 pkt: 1534 | received
2.859 ACK: 1534 | sent
2.859 pkt: 1535 | received
2.859 ACK: 1535 | sent
2.860 pkt: 1536 | received
2.860 ACK: 1536 | sent
2.861 pkt: 1537 | received
2.861 ACK: 1537 | sent
2.862 pkt: 1538 | received
2.862 ACK: 1538 | sent
2.864 pkt: 1507 | received
2.864 ACK: 1538 | sent
2.864 pkt: 1507 | received
2.864 ACK: 1538 | sent
2.865 pkt: 1507 | received
2.866 ACK: 1538 | sent
2.868 pkt: 1507 | received
2.868 ACK: 1538 | sent
2.868 pkt: 1507 | received
2.868 ACK: 1538 | sent
2.871 pkt: 1507 | received
2.871 ACK: 1538 | sent
2.871 pkt: 1507 | received
2.871 ACK: 1538 | sent
2.872 pkt: 1539 | received
2.872 ACK: 1539 | sent
2.876 pkt: 1540 | received
2.876 ACK: 1540 | sent
2.876 pkt: 1541 | received
2.876 ACK: 1541 | sent
2.876 pkt: 1542 | received
2.876 ACK: 1542 | sent
2.879 pkt: 1543 | received
2.879 ACK: 1543 | sent
2.879 pkt: 1544 | received
2.879 ACK: 1544 | sent
2.881 pkt: 1545 | received
2.881 ACK: 1545 | sent
2.882 pkt: 1546 | received
2.882 ACK: 1546 | sent
2.883 pkt: 1547 | received
2.883 ACK: 1547 | sent
2.884 pkt: 1548 | received
2.884 ACK: 1548 | sent
2.885 pkt: 1549 | received
2.885 ACK: 1549 | sent
2.886 pkt: 1550 | received
2.886 ACK: 1550 | sent
2.887 pkt: 1551 | received
2.887 ACK: 1551 | sent
2.890 pkt: 1552 | received
2.890 ACK: 1552 | sent
2.890 pkt: 1553 | received
2.890 ACK: 1553 | sent
2.891 pkt: 1554 | received
2.891 ACK: 1554 | sent
2.893 pkt: 1555 | received
2.893 ACK: 1555 | sent
2.893 pkt: 1556 | received
2.893 ACK: 1556 | sent
2.896 pkt: 1557 | received
2.896 ACK: 1557 | sent
2.896 pkt: 1558 | received
2.896 ACK: 1558 | sent
2.897 pkt: 1559 | received
2.897 ACK: 1559 | sent
2.899 pkt: 1560 | received
2.899 ACK: 1560 | sent
2.899 pkt: 1561 | received
2.899 ACK: 1561 | sent
2.901 pkt: 1562 | received
2.901 ACK: 1562 | sent
2.901 pkt: 1563 | received
2.902 ACK: 1563 | sent
2.902 pkt: 1564 | received
2.903 ACK: 1564 | sent
2.904 pkt: 1565 | received
2.905 ACK: 1565 | sent
2.905 pkt: 1566 | received
2.905 ACK: 1566 | sent
2.906 pkt: 1567 | received
2.906 ACK: 1567 | sent
2.907 pkt: 1568 | received
2.907 ACK: 1568 | sent
2.908 pkt: 1569 | received
2.908 ACK: 1569 | sent
2.910 pkt: 1570 | received
2.910 ACK: 1570 | sent
2.911 pkt: 1539 | received
2.911 ACK: 1570 | sent
2.912 pkt: 1539 | received
2.912 ACK: 1570 | sent
2.913 pkt: 1539 | received
2.913 ACK: 1570 | sent
2.914 pkt: 1571 | received
2.914 ACK: 1571 | sent
2.915 pkt: 1572 | received
2.916 ACK: 1572 | sent
2.917 pkt: 1573 | received
2.917 ACK: 1573 | sent
2.918 pkt: 1574 | received
2.918 ACK: 1574 | sent
2.919 pkt: 1575 | received
2.919 ACK: 1575 | sent
2.920 pkt: 1576 | received
2.920 ACK: 1576 | sent
2.921 pkt: 1577 | received
2.921 ACK: 1577 | sent
2.923 pkt: 1578 | received
2.923 ACK: 1578 | sent
2.923 pkt: 1579 | received
2.923 ACK: 1579 | sent
2.925 pkt: 1580 | received
2.925 ACK: 1580 | sent
2.926 pkt: 1581 | received
2.926 ACK: 1581 | sent
2.927 pkt: 1582 | received
2.927 ACK: 1582 | sent
2.928 pkt: 1583 | received
2.928 ACK: 1583 | sent
2.930 pkt: 1584 | received
2.930 ACK: 1584 | sent
2.930 pkt: 1585 | received
2.930 ACK: 1585 | sent
2.932 pkt: 1586 | received
2.932 ACK: 1586 | sent
2.933 pkt: 1587 | received
2.933 ACK: 1587 | sent
2.934 pkt: 1588 | received
2.934 ACK: 1588 | sent
2.935 pkt: 1589 | received
2.935 ACK: 1589 | sent
2.936 pkt: 1590 | received
2.936 ACK: 1590 | sent
2.938 pkt: 1591 | received
2.938 ACK: 1591 | sent
2.939 pkt: 1592 | received
2.939 ACK: 1592 | sent
2.940 pkt: 1593 | received
2.940 ACK: 1593 | sent
2.941 pkt: 1594 | received
2.941 ACK: 1594 | sent
2.943 pkt: 1595 | received
2.943 ACK: 1595 | sent
2.943 pkt: 1596 | received
2.943 ACK: 1596 | sent
2.945 pkt: 1598 | received
2.945 ACK: 1596 | sent
2.945 pkt: 1599 | received
2.945 ACK: 1596 | sent
2.947 pkt: 1600 | received
2.947 ACK: 1596 | sent
2.948 pkt: 1601 | received
2.948 ACK: 1596 | sent
2.949 pkt: 1571 | received
2.949 ACK: 1596 | sent
2.950 pkt: 1603 | received
2.950 ACK: 1596 | sent
2.951 pkt: 1604 | received
2.951 ACK: 1596 | sent
2.952 pkt: 1605 | received
2.952 ACK: 1596 | sent
2.953 pkt: 1606 | received
2.954 ACK: 1596 | sent
2.956 pkt: 1607 | received
2.956 ACK: 1596 | sent
2.956 pkt: 1608 | received
